t,ax,ay,az,gx,gy,gz,mx,my,mz,label
1024556.0,-0.58,0.68,9.69,-0.02,0.06,-0.01,-31.33,37.18,-34.18,R
1024569.0,-0.53,0.67,9.74,-0.01,0.05,-0.0,-33.28,37.48,-35.23,R
1024582.0,-0.56,0.69,9.62,-0.01,0.01,-0.02,-33.28,36.73,-36.13,R
1024595.0,-0.56,0.72,9.54,0.04,-0.01,-0.01,-30.88,36.43,-35.68,R
1024608.0,-0.58,0.74,9.59,0.03,-0.04,-0.01,-31.03,36.13,-35.83,R
1024621.0,-0.62,0.76,9.6,0.01,-0.03,0.02,-32.53,35.68,-34.93,R
1024634.0,-0.54,0.67,9.69,-0.05,0.02,-0.0,-32.68,35.83,-35.08,R
1024647.0,-0.52,0.59,9.73,0.02,-0.06,0.04,-32.68,35.83,-35.08,R
1024660.0,-0.51,0.69,9.67,0.01,-0.01,0.01,-31.63,35.23,-32.53,R
1024673.0,-0.56,0.71,9.68,-0.02,-0.01,-0.03,-31.93,36.58,-35.53,R
1024686.0,-0.47,0.71,9.66,-0.04,0.01,0.01,-31.93,36.58,-35.53,R
1024699.0,-0.5,0.64,9.69,-0.02,-0.03,0.02,-30.43,36.73,-35.68,R
1024712.0,-0.47,0.66,9.74,0.02,-0.03,0.01,-31.48,35.08,-34.33,R
1024725.0,-0.45,0.68,9.72,0.03,-0.05,0.07,-32.08,34.93,-35.23,R
1024738.0,-0.49,0.67,9.68,0.0,-0.01,0.03,-32.08,34.93,-35.23,R
1024750.0,-0.43,0.57,9.72,0.0,-0.03,0.02,-32.08,36.73,-34.48,R
1024764.0,-0.5,0.67,9.7,-0.01,0.04,-0.05,-32.68,35.08,-34.33,R
1024777.0,-0.51,0.65,9.63,-0.04,0.01,0.0,-32.68,35.08,-34.33,R
1024790.0,-0.57,0.68,9.66,-0.02,-0.01,-0.02,-31.93,36.13,-34.78,R
1024803.0,-0.47,0.66,9.71,-0.04,0.03,-0.04,-31.63,35.98,-36.13,R
1024816.0,-0.45,0.61,9.65,-0.03,-0.03,0.05,-31.63,35.23,-34.48,R
1024829.0,-0.51,0.62,9.7,-0.03,-0.03,0.01,-31.33,37.48,-35.68,R
1024842.0,-0.49,0.71,9.68,0.01,-0.04,0.04,-32.38,35.83,-35.08,R
1024855.0,-0.5,0.75,9.64,0.01,-0.02,0.03,-31.48,36.58,-35.53,R
