t,ax,ay,az,gx,gy,gz,mx,my,mz,label
1097616.0,-0.69,0.49,9.66,0.07,-0.02,-0.02,-32.38,35.38,-35.83,T
1097629.0,-0.66,0.46,9.71,0.05,0.01,-0.01,-31.63,34.03,-35.68,T
1097642.0,-0.67,0.58,9.71,0.07,-0.02,0.01,-32.53,34.03,-35.23,T
1097655.0,-0.67,0.54,9.72,0.07,-0.02,0.0,-31.48,33.58,-35.53,T
1097667.0,-0.61,0.61,9.73,0.06,-0.02,0.03,-31.93,35.83,-36.58,T
1097681.0,-0.56,0.59,9.72,-0.0,0.03,-0.02,-32.53,33.28,-34.93,T
1097694.0,-0.59,0.54,9.76,0.04,0.05,-0.01,-32.53,33.28,-35.68,T
1097707.0,-0.55,0.56,9.71,0.05,0.01,-0.03,-32.68,33.88,-35.08,T
1097720.0,-0.57,0.68,9.69,0.05,0.02,-0.01,-31.93,33.13,-35.83,T
1097733.0,-0.57,0.66,9.66,0.02,-0.05,0.01,-31.93,33.13,-35.83,T
1097746.0,-0.62,0.52,9.67,0.06,-0.01,0.04,-32.38,34.33,-35.53,T
1097759.0,-0.59,0.59,9.65,-0.01,-0.0,-0.0,-30.28,33.88,-35.53,T
1097772.0,-0.61,0.61,9.58,0.01,-0.0,-0.03,-30.28,33.88,-35.53,T
1097785.0,-0.63,0.76,9.46,-0.02,0.01,0.01,-32.08,33.73,-37.63,T
1097798.0,-0.61,0.71,9.48,-0.02,-0.05,0.0,-33.58,35.08,-36.58,T
1097811.0,-0.65,0.73,9.45,-0.05,0.02,-0.03,-31.48,33.58,-35.83,T
1097824.0,-0.68,0.7,9.4,-0.06,-0.01,-0.04,-31.48,33.58,-35.83,T
1097837.0,-0.69,0.77,9.33,-0.08,-0.06,-0.01,-30.88,34.03,-35.23,T
1097850.0,-0.78,1.43,9.34,-0.39,-0.09,0.03,-31.63,33.73,-36.13,T
1097863.0,-0.81,2.92,9.26,-1.37,-0.16,0.19,-31.63,33.73,-36.13,T
1097875.0,-0.7,4.71,9.43,-3.05,-0.17,0.19,-33.13,33.58,-35.53,T
1097889.0,-0.75,7.01,8.89,-5.88,-0.12,0.32,-31.48,36.58,-35.53,T
1097902.0,-1.17,8.61,7.19,-9.03,-0.15,0.55,-32.53,37.48,-34.93,T
1097915.0,-1.43,8.08,5.25,-12.19,-0.29,0.75,-33.13,39.57,-35.53,T
1097928.0,-1.42,5.2,2.51,-14.78,-0.44,1.06,-31.33,47.52,-32.23,T
1097941.0,-1.24,0.33,-2.04,-16.22,-0.28,1.42,-32.38,51.42,-31.63,T
1097954.0,-1.46,-3.31,-5.84,-16.51,-0.24,1.57,-32.38,51.42,-31.63,T
1097967.0,-1.22,-10.14,-8.03,-15.78,-0.04,1.52,-32.38,62.96,-18.14,T
1097980.0,-1.23,-16.61,-7.19,-13.47,0.11,1.26,-30.43,65.36,-12.89,T
1097993.0,-1.2,-20.72,-4.06,-9.91,0.51,0.77,-30.43,65.36,-12.89,T
1098006.0,-1.57,-22.71,-1.08,-5.84,0.49,0.26,-28.48,67.76,-0.9,T
1098019.0,-0.96,-20.82,0.8,-2.52,0.65,0.05,-28.18,68.21,1.05,T
1098032.0,-0.27,-15.59,1.06,-0.03,0.67,-0.24,-28.48,68.06,2.85,T
1098045.0,0.17,-10.14,0.72,0.9,0.77,-0.45,-28.78,68.81,3.6,T
