t,ax,ay,az,gx,gy,gz,mx,my,mz,label
839358.0,0.26,0.39,9.8,-0.03,-0.0,-0.06,-33.73,31.78,-34.48,U
839371.0,0.26,0.45,9.84,-0.01,0.03,-0.03,-37.78,32.23,-35.23,U
839384.0,0.24,0.34,9.81,0.01,-0.03,-0.01,-35.83,31.78,-34.18,U
839397.0,0.27,0.39,9.72,0.05,-0.02,0.01,-34.63,31.78,-33.73,U
839410.0,0.28,0.38,9.74,-0.0,0.04,-0.02,-34.33,32.83,-34.78,U
839423.0,0.26,0.33,9.75,0.02,0.03,0.01,-34.78,31.63,-33.88,U
839436.0,0.25,0.36,9.67,0.02,-0.02,0.01,-33.88,31.18,-34.78,U
839449.0,0.32,0.36,9.67,0.02,-0.01,-0.0,-35.23,31.93,-33.88,U
839462.0,0.29,0.41,9.67,-0.02,0.02,0.01,-35.38,31.03,-34.18,U
839475.0,0.27,0.51,9.64,-0.03,0.01,0.01,-34.33,32.38,-34.33,U
839488.0,0.3,0.5,9.66,-0.01,0.04,-0.04,-33.73,32.53,-35.23,U
839500.0,0.29,0.45,9.7,-0.04,-0.0,-0.03,-34.78,32.83,-34.78,U
839514.0,0.3,0.4,9.65,0.02,-0.0,-0.03,-34.33,30.43,-33.88,U
839527.0,0.27,0.41,9.69,0.04,-0.05,0.03,-34.33,31.93,-33.88,U
839540.0,0.23,0.38,9.69,0.04,-0.02,0.06,-34.18,31.78,-35.68,U
839553.0,0.25,0.45,9.62,-0.02,-0.01,-0.01,-33.28,32.98,-35.68,U
839566.0,0.28,0.5,9.66,0.01,-0.06,-0.03,-35.23,31.18,-34.78,U
839579.0,0.24,0.35,9.65,0.01,-0.05,-0.01,-35.98,31.63,-33.13,U
839592.0,0.23,0.39,9.63,-0.03,-0.04,0.02,-35.98,31.63,-33.13,U
839605.0,0.24,0.33,9.68,0.02,-0.03,-0.03,-34.33,31.63,-34.33,U
839618.0,0.19,0.32,9.74,0.01,-0.01,-0.01,-35.23,31.93,-33.13,U
839631.0,0.18,0.29,9.82,0.05,-0.08,0.07,-35.23,31.93,-33.13,U
839644.0,0.06,0.23,10.0,0.12,-0.13,0.08,-35.98,33.13,-35.83,U
839657.0,0.21,0.13,10.34,0.13,-0.13,0.16,-34.78,32.83,-33.88,U
839670.0,0.32,0.05,11.27,0.18,-0.13,0.13,-34.78,32.83,-33.88,U
839683.0,0.61,-0.36,12.31,0.22,-0.11,0.22,-35.38,32.53,-34.18,U
839696.0,0.9,-0.6,13.59,0.16,-0.09,0.37,-35.38,31.48,-33.73,U
839708.0,1.05,-0.8,15.04,-0.14,-0.14,0.48,-34.93,33.28,-34.18,U
839722.0,1.21,-0.39,15.69,-0.64,-0.21,0.68,-34.93,33.28,-34.18,U
839735.0,1.35,0.52,14.8,-1.1,-0.11,0.84,-36.88,31.93,-34.33,U
839748.0,1.46,0.74,13.95,-1.34,0.14,1.12,-35.23,33.58,-32.83,U
839761.0,1.82,0.04,13.79,-1.28,0.46,1.38,-35.23,33.58,-32.83,U
839774.0,1.96,-0.27,14.17,-1.13,0.89,1.43,-36.43,34.63,-31.93,U
839787.0,2.11,-0.64,14.69,-1.05,1.41,1.42,-35.38,35.23,-34.18,U
839800.0,2.04,0.27,14.49,-1.1,1.93,1.13,-34.78,37.33,-33.88,U
839813.0,1.89,0.94,13.73,-1.09,2.3,0.92,-34.78,37.33,-33.88,U
839826.0,1.75,1.04,12.04,-0.93,2.73,0.73,-33.58,36.58,-33.58,U
839839.0,0.86,0.98,10.53,-0.68,3.05,0.58,-32.08,39.13,-34.93,U
839852.0,0.08,0.19,9.0,-0.4,3.24,0.51,-32.08,39.13,-34.93,U
