t,ax,ay,az,gx,gy,gz,mx,my,mz,label
1166125.0,-0.17,0.6,9.71,0.01,-0.03,-0.07,-33.13,32.38,-34.33,C
1166139.0,-0.23,0.59,9.68,0.01,-0.0,-0.03,-33.13,33.13,-34.33,C
1166152.0,-0.22,0.66,9.78,0.01,0.02,-0.01,-32.68,33.13,-34.33,C
1166165.0,-0.24,0.67,9.7,-0.05,0.01,-0.03,-31.63,32.53,-33.43,C
1166178.0,-0.18,0.66,9.7,0.0,0.0,0.03,-31.33,31.78,-34.93,C
1166191.0,-0.2,0.67,9.74,0.02,-0.01,-0.04,-33.13,32.83,-34.78,C
1166204.0,-0.21,0.66,9.7,0.01,-0.01,-0.01,-33.58,31.93,-33.13,C
1166217.0,-0.22,0.56,9.75,-0.01,0.01,-0.03,-33.73,33.28,-34.48,C
1166230.0,-0.11,0.53,9.76,-0.05,0.02,-0.05,-33.58,33.58,-34.33,C
1166243.0,-0.12,0.56,9.77,-0.01,0.01,0.0,-33.13,32.83,-34.78,C
1166256.0,-0.15,0.49,9.65,0.01,0.01,-0.0,-32.68,30.43,-33.88,C
1166269.0,-0.19,0.61,9.67,-0.03,0.02,-0.02,-33.58,32.83,-35.08,C
1166282.0,-0.21,0.52,9.6,-0.03,0.05,-0.05,-31.93,34.63,-35.83,C
1166295.0,-0.12,0.52,9.68,0.01,-0.03,0.04,-33.58,33.88,-35.08,C
1166308.0,-0.22,0.54,9.61,0.02,-0.03,-0.0,-32.08,31.48,-34.18,C
1166321.0,-0.22,0.6,9.58,0.03,-0.06,0.0,-32.08,33.28,-35.68,C
1166333.0,-0.19,0.57,9.55,0.0,-0.04,0.04,-33.88,33.13,-34.33,C
1166347.0,-0.25,0.57,9.61,-0.01,0.02,-0.01,-32.98,32.23,-34.48,C
1166360.0,-0.31,0.53,9.69,-0.04,0.02,0.03,-32.98,32.23,-34.48,C
1166373.0,-0.26,0.56,9.65,-0.04,0.01,-0.0,-32.98,31.48,-34.93,C
1166386.0,-0.25,0.51,9.66,0.02,-0.05,0.05,-33.58,33.13,-33.13,C
1166399.0,-0.23,0.54,9.73,0.01,-0.04,0.04,-33.28,32.98,-35.23,C
1166412.0,-0.22,0.52,9.71,0.0,-0.08,0.05,-33.13,33.58,-35.83,C
1166425.0,-0.25,0.56,9.85,-0.02,0.02,0.04,-33.73,32.98,-33.43,C
1166438.0,-0.2,0.52,9.76,-0.03,-0.01,0.03,-34.18,33.73,-34.93,C
1166451.0,-0.16,0.57,9.75,-0.01,-0.0,-0.02,-34.18,33.73,-34.93,C
1166464.0,-0.24,0.57,9.79,-0.03,-0.02,0.06,-33.13,32.83,-34.33,C
1166477.0,-0.19,0.58,9.83,-0.01,0.02,0.03,-33.13,31.93,-34.33,C
1166490.0,-0.21,0.64,9.79,-0.03,0.01,0.01,-33.13,31.93,-34.33,C
1166503.0,-0.25,0.67,9.87,-0.02,-0.03,0.01,-34.18,32.98,-33.73,C
1166516.0,-0.24,0.52,9.81,0.02,-0.04,0.06,-33.13,32.83,-34.78,C
1166529.0,-0.25,0.57,9.74,0.05,-0.01,0.06,-34.18,33.28,-34.93,C
1166541.0,-0.22,0.68,9.7,0.01,0.0,0.05,-34.18,33.28,-34.93,C
1166555.0,-0.28,0.63,9.79,-0.0,0.0,-0.04,-32.53,32.98,-33.73,C
1166568.0,-0.22,0.5,9.83,0.01,0.01,0.01,-32.38,33.13,-35.08,C
1166581.0,-0.14,0.54,9.81,0.02,0.06,0.03,-32.38,33.13,-35.08,C
1166594.0,-0.22,0.57,9.82,0.01,-0.01,-0.02,-32.38,32.83,-33.58,C
1166607.0,-0.19,0.54,9.71,-0.03,0.03,-0.01,-33.13,33.58,-34.33,C
1166620.0,-0.18,0.55,9.74,-0.01,0.03,-0.04,-34.18,32.53,-34.48,C
1166633.0,-0.2,0.51,9.68,0.01,0.0,-0.03,-32.98,31.48,-34.18,C
1166646.0,-0.23,0.56,9.66,0.05,-0.01,0.02,-32.08,31.78,-34.48,C
1166659.0,-0.23,0.57,9.62,0.02,0.0,0.04,-32.53,33.28,-34.48,C
1166672.0,-0.24,0.58,9.59,-0.01,0.0,-0.02,-32.53,32.53,-33.73,C
1166685.0,-0.25,0.57,9.64,-0.02,0.01,0.03,-32.68,32.38,-34.78,C
1166698.0,-0.25,0.58,9.6,-0.02,0.04,-0.06,-33.58,32.83,-33.88,C
1166711.0,-0.25,0.5,9.63,0.04,-0.07,0.04,-32.08,33.73,-35.23,C
1166724.0,-0.24,0.54,9.65,0.01,-0.04,-0.0,-34.33,32.83,-36.28,C
1166737.0,-0.22,0.54,9.64,-0.01,-0.03,-0.02,-32.98,32.98,-34.18,C
1166750.0,-0.23,0.58,9.64,0.03,0.01,0.05,-33.13,33.58,-33.58,C
1166763.0,-0.29,0.56,9.67,0.02,-0.03,-0.05,-33.58,33.88,-34.78,C
1166776.0,-0.32,0.57,9.67,0.03,-0.01,-0.02,-32.38,33.58,-34.78,C
1166789.0,-0.28,0.56,9.66,0.0,0.01,0.07,-33.73,33.28,-33.73,C
1166802.0,-0.3,0.55,9.73,-0.03,-0.02,-0.07,-33.13,33.13,-33.88,C
1166815.0,-0.23,0.49,9.74,-0.01,0.03,0.03,-33.28,32.98,-35.23,C
1166828.0,-0.21,0.54,9.74,-0.01,0.04,-0.04,-34.33,32.38,-35.08,C
1166841.0,-0.18,0.61,9.74,0.02,-0.01,0.07,-32.08,33.28,-34.48,C
1166854.0,-0.15,0.61,9.7,0.07,-0.01,0.05,-33.13,33.58,-34.78,C
1166867.0,-0.13,0.61,9.66,0.01,-0.01,0.04,-31.48,33.58,-34.78,C
1166880.0,-0.24,0.66,9.67,-0.06,0.03,-0.0,-32.08,33.28,-35.23,C
1166893.0,-0.26,0.65,9.7,-0.05,0.0,-0.04,-33.13,33.58,-34.78,C
1166906.0,-0.23,0.62,9.67,-0.05,0.01,-0.02,-32.08,34.03,-33.43,C
1166919.0,-0.27,0.56,9.65,-0.01,-0.01,0.03,-32.53,32.53,-35.23,C
1166932.0,-0.28,0.57,9.64,-0.02,0.02,-0.01,-32.53,32.53,-35.23,C
1166945.0,-0.24,0.56,9.63,-0.05,0.02,-0.02,-32.68,32.83,-35.53,C
1166958.0,-0.2,0.55,9.66,-0.01,0.02,-0.03,-32.68,33.13,-33.88,C
1166971.0,-0.21,0.51,9.69,0.02,-0.03,-0.01,-32.68,33.13,-33.88,C
1166984.0,-0.29,0.51,9.7,0.01,-0.04,0.03,-32.08,32.23,-34.18,C
1166997.0,-0.22,0.56,9.72,0.03,-0.06,-0.01,-33.58,32.83,-34.33,C
1167010.0,-0.23,0.57,9.7,0.0,0.0,-0.03,-32.98,32.23,-33.73,C
1167023.0,-0.2,0.6,9.74,-0.03,-0.05,-0.04,-32.98,32.23,-33.73,C
1167036.0,-0.27,0.63,9.76,-0.04,-0.02,-0.02,-32.08,32.53,-34.93,C
1167049.0,-0.3,0.58,9.81,-0.01,-0.03,0.02,-32.98,32.53,-34.18,C
1167062.0,-0.3,0.47,9.86,-0.02,-0.01,0.0,-32.98,32.53,-34.18,C
1167075.0,-0.31,0.56,9.84,0.02,-0.03,0.03,-33.88,34.63,-34.33,C
1167088.0,-0.23,0.59,9.86,0.04,-0.03,0.03,-32.68,33.58,-33.88,C
1167101.0,-0.23,0.6,9.82,0.01,-0.02,0.05,-32.68,34.33,-33.88,C
1167114.0,-0.18,0.59,9.87,0.03,-0.06,0.04,-33.28,33.28,-36.88,C
1167126.0,-0.2,0.56,9.87,0.03,-0.0,0.05,-33.28,32.23,-33.73,C
1167140.0,-0.19,0.56,9.81,0.0,0.03,-0.02,-32.53,33.73,-35.68,C
1167153.0,-0.15,0.57,9.84,0.0,0.03,-0.03,-33.13,32.83,-35.08,C
1167166.0,-0.2,0.6,9.73,0.01,0.04,0.0,-32.53,32.98,-34.48,C
1167179.0,-0.26,0.57,9.68,0.01,0.03,-0.05,-32.38,33.58,-34.78,C
1167192.0,-0.22,0.48,9.68,-0.01,-0.01,0.01,-32.38,33.58,-34.78,C
1167205.0,-0.23,0.39,9.7,0.05,-0.02,0.04,-32.98,33.73,-34.18,C
1167218.0,-0.23,0.42,9.72,0.0,0.06,-0.01,-33.13,33.58,-36.28,C
1167231.0,-0.19,0.4,9.67,-0.0,0.01,-0.0,-32.98,32.23,-33.73,C
1167244.0,-0.17,0.48,9.67,0.03,-0.04,0.02,-33.58,32.38,-35.53,C
1167257.0,-0.21,0.58,9.69,0.02,0.02,0.02,-34.63,32.98,-35.23,C
1167270.0,-0.18,0.57,9.64,-0.03,0.04,-0.08,-32.53,34.03,-34.93,C
1167283.0,-0.19,0.53,9.64,-0.0,0.07,0.01,-32.98,32.23,-35.68,C
1167296.0,-0.15,0.52,9.59,0.01,0.0,0.01,-33.58,33.58,-35.53,C
1167309.0,-0.24,0.57,9.61,-0.02,-0.04,0.01,-32.68,32.83,-36.28,C
1167322.0,-0.24,0.5,9.7,0.03,-0.01,0.05,-33.13,31.93,-34.33,C
1167334.0,-0.23,0.49,9.6,0.02,0.0,-0.02,-32.38,33.13,-34.33,C
1167348.0,-0.25,0.59,9.6,-0.02,-0.01,-0.07,-34.18,33.28,-34.48,C
1167361.0,-0.23,0.59,9.7,-0.04,0.01,-0.0,-33.28,33.28,-34.93,C
1167374.0,-0.22,0.56,9.7,-0.05,0.03,-0.0,-32.98,32.98,-35.23,C
1167387.0,-0.29,0.61,9.78,-0.03,-0.03,0.0,-32.68,33.58,-33.58,C
1167400.0,-0.26,0.57,9.8,0.01,-0.07,0.0,-32.68,31.63,-34.78,C
1167413.0,-0.16,0.53,9.81,-0.02,-0.03,-0.02,-32.68,31.63,-34.78,C
1167426.0,-0.2,0.58,9.81,0.03,-0.01,0.01,-32.68,34.33,-35.83,C
1167439.0,-0.17,0.59,9.9,0.04,-0.05,0.04,-32.68,33.88,-33.88,C
1167452.0,-0.18,0.5,9.91,-0.0,-0.04,0.02,-32.68,33.88,-33.88,C
1167465.0,-0.14,0.57,9.86,-0.0,0.0,-0.02,-31.93,33.88,-35.53,C
1167478.0,-0.09,0.55,9.88,-0.03,0.03,-0.05,-32.98,33.28,-34.48,C
1167491.0,-0.13,0.48,9.79,-0.02,0.06,-0.02,-32.98,33.28,-34.48,C
1167504.0,-0.12,0.47,9.75,-0.0,-0.05,-0.04,-33.28,33.73,-33.43,C
1167517.0,-0.2,0.46,9.7,0.03,-0.01,0.0,-33.13,32.38,-35.53,C
1167530.0,-0.2,0.45,9.68,0.05,0.0,-0.03,-32.98,33.73,-34.48,C
1167542.0,-0.17,0.5,9.68,0.03,-0.0,0.03,-32.98,33.73,-34.48,C
1167556.0,-0.24,0.57,9.68,-0.01,0.05,0.05,-33.28,32.53,-34.93,C
1167569.0,-0.23,0.61,9.63,0.04,-0.03,0.06,-32.98,33.28,-34.18,C
1167582.0,-0.13,0.57,9.59,0.03,-0.02,0.0,-32.98,33.28,-34.18,C
1167595.0,-0.24,0.56,9.61,-0.01,0.04,-0.05,-33.13,33.13,-34.33,C
1167608.0,-0.25,0.56,9.58,-0.05,0.03,0.02,-32.98,31.48,-36.13,C
1167621.0,-0.18,0.53,9.62,-0.03,0.01,-0.03,-33.28,33.73,-34.93,C
1167634.0,-0.19,0.47,9.62,0.05,-0.04,0.0,-33.73,32.23,-34.93,C
1167647.0,-0.18,0.5,9.61,0.06,-0.04,0.01,-32.53,32.98,-35.23,C
1167660.0,-0.19,0.55,9.64,0.01,-0.02,-0.01,-33.58,33.58,-35.08,C
1167673.0,-0.18,0.54,9.68,-0.03,-0.0,-0.01,-32.98,33.28,-32.53,C
1167686.0,-0.23,0.57,9.68,-0.02,0.04,0.0,-32.98,33.28,-34.48,C
1167699.0,-0.13,0.52,9.73,-0.01,0.05,-0.0,-32.98,32.53,-35.23,C
