t,ax,ay,az,gx,gy,gz,mx,my,mz,label
906529.0,0.4,0.95,9.64,0.05,-0.03,0.06,-35.83,28.78,-32.98,D
906541.0,0.39,0.93,9.65,0.04,-0.04,0.0,-37.03,27.58,-32.98,D
906555.0,0.36,1.01,9.63,-0.06,0.04,0.01,-37.03,27.58,-32.98,D
906568.0,0.38,0.98,9.7,-0.02,-0.01,-0.03,-36.88,28.63,-35.53,D
906581.0,0.45,0.94,9.7,-0.03,-0.0,-0.01,-37.03,29.83,-32.98,D
906594.0,0.44,0.87,9.71,0.04,-0.05,0.07,-37.03,29.83,-32.98,D
906607.0,0.46,0.91,9.69,0.01,0.03,0.01,-35.53,28.63,-35.08,D
906620.0,0.44,1.02,9.64,0.02,0.02,0.01,-35.83,28.78,-33.73,D
906633.0,0.45,1.04,9.49,0.03,-0.07,0.02,-36.43,28.63,-32.83,D
906646.0,0.46,1.0,9.59,0.01,0.0,0.02,-36.43,28.63,-32.83,D
906659.0,0.45,1.0,9.57,0.01,-0.01,0.02,-35.83,28.03,-32.23,D
906672.0,0.44,0.92,9.59,-0.02,-0.0,-0.01,-36.88,28.18,-32.38,D
906685.0,0.43,0.99,9.64,0.02,-0.0,-0.01,-36.88,28.18,-32.38,D
906698.0,0.45,1.02,9.61,-0.03,0.0,-0.01,-35.98,29.38,-33.58,D
906711.0,0.44,1.07,9.63,-0.0,-0.03,-0.02,-37.18,28.93,-33.58,D
906724.0,0.45,1.02,9.64,0.02,-0.03,0.02,-37.18,28.93,-33.58,D
906737.0,0.43,0.99,9.69,-0.02,-0.04,-0.02,-36.43,28.93,-34.78,D
906750.0,0.41,0.97,9.74,0.01,-0.07,0.02,-37.18,28.93,-33.88,D
906763.0,0.44,0.93,9.75,0.04,-0.01,0.04,-37.48,31.03,-34.48,D
906776.0,0.44,1.02,9.73,0.02,-0.03,-0.0,-37.48,31.03,-34.48,D
906789.0,0.5,0.98,9.74,0.01,0.0,-0.01,-37.18,28.63,-33.88,D
906802.0,0.48,0.94,9.73,-0.0,0.04,0.03,-35.83,28.78,-33.73,D
906815.0,0.47,0.89,9.7,-0.01,-0.0,-0.02,-35.83,28.78,-33.73,D
906828.0,0.5,0.95,9.78,-0.03,0.0,-0.01,-36.88,29.38,-33.88,D
906841.0,0.45,0.89,9.75,-0.02,0.01,0.02,-37.78,28.03,-32.53,D
906854.0,0.47,0.91,9.73,0.0,-0.01,0.02,-37.03,28.78,-33.43,D
906867.0,0.44,0.91,9.68,0.03,-0.0,0.03,-35.98,28.93,-33.88,D
906880.0,0.45,0.93,9.68,-0.03,0.05,0.02,-36.58,29.08,-32.53,D
906893.0,0.42,1.02,9.67,0.01,0.0,0.02,-35.53,29.68,-33.88,D
906906.0,0.41,0.94,9.63,0.06,0.03,0.05,-36.13,28.78,-33.73,D
906919.0,0.36,0.96,9.64,0.03,-0.03,0.01,-36.88,28.93,-34.33,D
