t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
12047420.0,4.14,-2.79,-8.64,0.01,0.06,0.04,-108.15,-133.35,-102.6,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047459.0,4.17,-2.92,-8.58,-0.02,0.01,-0.03,-109.8,-133.2,-100.65,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047486.0,4.06,-2.91,-8.66,0.05,0.01,0.01,-109.05,-134.7,-101.7,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047512.0,4.09,-2.95,-8.83,0.01,0.01,-0.04,-109.65,-135.6,-101.55,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047538.0,4.01,-2.81,-8.83,0.01,0.04,-0.03,-108.15,-133.65,-101.1,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047564.0,4.15,-2.94,-8.98,-0.01,-0.01,-0.01,-109.5,-133.95,-101.7,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047590.0,4.18,-3.06,-8.79,0.01,-0.01,-0.05,-108.9,-134.1,-101.1,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047616.0,4.14,-2.95,-8.78,-0.02,-0.02,0.03,-108.6,-132.6,-101.1,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047642.0,4.12,-2.84,-8.8,0.02,0.02,-0.03,-108.75,-135.0,-100.95,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047667.0,4.33,-2.72,-8.78,-0.02,0.05,-0.01,-108.45,-134.7,-102.0,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047694.0,4.14,-2.81,-8.7,-0.01,-0.01,-0.01,-108.0,-134.7,-101.25,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
12047720.0,4.4,-2.88,-8.81,0.02,0.02,-0.01,-109.8,-134.7,-102.0,-0.21,-0.12,0.95,-0.17,-2.9640790149848337,-0.42575850621577266,-2.8291489659410245
