t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
52058.0,-1.44,-0.74,-10.09,-0.03,0.02,0.02,38.7,-34.05,153.3,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52097.0,-1.54,-0.87,-10.05,-0.0,0.03,-0.01,38.7,-34.05,154.35,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52123.0,-1.52,-0.8,-10.22,0.01,0.0,-0.01,38.85,-34.65,152.4,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52149.0,-1.54,-0.81,-10.06,0.01,0.0,-0.02,41.25,-33.3,154.8,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52175.0,-1.53,-0.78,-10.06,0.03,0.01,0.01,39.3,-33.45,154.65,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52201.0,-1.48,-0.79,-10.02,-0.01,0.02,0.05,39.45,-34.35,153.3,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52227.0,-1.35,-0.82,-10.04,-0.02,-0.01,0.02,39.3,-33.9,152.85,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52252.0,-1.4,-0.74,-10.02,-0.0,0.01,-0.03,39.15,-33.3,154.35,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52279.0,-1.63,-0.75,-10.05,-0.02,0.0,-0.01,39.15,-35.1,154.05,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52305.0,-1.47,-0.71,-10.02,-0.03,0.01,-0.01,38.7,-33.6,153.0,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52331.0,-1.57,-0.8,-10.07,-0.04,0.02,-0.08,39.75,-32.85,153.3,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52357.0,-1.51,-0.82,-9.99,-0.01,0.04,0.0,38.4,-33.3,154.35,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52383.0,-1.4,-0.73,-10.04,0.02,-0.0,0.0,39.3,-34.2,153.9,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52409.0,-1.27,-0.76,-9.96,-0.02,0.0,0.01,37.95,-34.35,154.8,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52435.0,-1.54,-0.92,-10.06,0.01,-0.0,-0.02,38.25,-33.45,153.15,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52460.0,-1.44,-0.9,-10.04,-0.03,0.02,0.01,38.7,-34.05,153.75,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52487.0,-1.42,-0.99,-10.06,0.0,0.01,-0.03,37.95,-33.6,153.0,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52513.0,-1.4,-0.77,-10.06,0.01,-0.01,0.01,40.35,-34.95,153.45,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52539.0,-1.56,-0.87,-10.12,-0.02,0.03,0.02,39.15,-33.6,154.35,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52565.0,-1.44,-0.82,-10.03,-0.01,-0.01,-0.01,37.8,-33.45,152.85,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52591.0,-1.38,-0.83,-10.06,-0.01,-0.01,0.0,38.7,-33.3,153.0,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52617.0,-1.52,-0.82,-9.95,-0.01,-0.01,0.02,39.75,-34.35,154.05,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52643.0,-1.31,-0.82,-9.91,-0.01,-0.0,0.0,39.45,-35.55,155.4,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52668.0,-1.34,-0.85,-9.98,-0.0,0.03,-0.01,38.25,-34.2,153.9,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52695.0,-1.54,-0.79,-10.04,-0.03,-0.01,0.03,38.55,-34.2,153.15,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52721.0,-1.45,-0.83,-10.12,-0.01,0.04,-0.03,38.7,-32.85,155.1,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52747.0,-1.44,-0.84,-10.05,-0.03,-0.0,0.04,39.6,-33.9,153.9,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52773.0,-1.47,-0.73,-10.02,0.02,0.05,0.02,38.25,-36.75,153.45,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52799.0,-1.47,-0.86,-10.0,-0.0,0.01,0.08,39.45,-34.05,153.3,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52825.0,-1.49,-0.91,-10.15,0.04,-0.0,-0.01,38.55,-33.15,153.45,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52851.0,-1.3,-0.75,-9.94,-0.02,-0.01,-0.07,38.7,-34.05,153.75,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52876.0,-1.39,-1.0,-10.07,-0.0,0.01,0.02,38.85,-33.45,153.45,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52903.0,-1.54,-0.91,-10.07,0.02,0.0,-0.02,39.45,-33.6,153.0,0.11,-0.56,0.82,0.04,-1.9364885491720933,0.22330131648973225,-3.082420834949506
52929.0,-1.49,-0.85,-10.12,0.03,0.01,-0.02,37.8,-34.95,152.4,0.11,-0.56,0.81,0.04,-1.9247767316236606,0.2211563290047573,-3.080580605548152
52955.0,-1.48,-0.92,-10.11,0.02,0.01,-0.02,38.85,-33.9,153.45,0.11,-0.56,0.81,0.04,-1.9247767316236606,0.2211563290047573,-3.080580605548152
52981.0,-1.47,-0.91,-10.02,0.04,0.02,-0.06,38.85,-34.65,153.45,0.11,-0.56,0.81,0.04,-1.9247767316236606,0.2211563290047573,-3.080580605548152
53007.0,-1.4,-0.86,-10.04,0.0,0.04,0.01,39.15,-33.6,156.15,0.11,-0.56,0.81,0.04,-1.9247767316236606,0.2211563290047573,-3.080580605548152
53033.0,-1.45,-0.86,-10.02,0.02,-0.01,-0.02,39.45,-33.3,153.3,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53059.0,-1.31,-0.81,-10.09,-0.01,0.02,-0.04,38.7,-33.6,153.0,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53084.0,-1.41,-0.88,-9.99,-0.02,-0.03,0.01,39.3,-33.45,152.4,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53111.0,-1.46,-0.86,-10.05,0.0,0.01,-0.01,39.6,-33.9,153.45,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53137.0,-1.4,-0.8,-10.14,-0.01,0.05,0.0,39.45,-32.85,153.3,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53163.0,-1.55,-0.9,-10.13,-0.0,0.02,0.01,39.45,-33.6,154.8,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53189.0,-1.52,-0.82,-10.19,0.02,0.03,-0.06,39.45,-33.3,155.1,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53215.0,-1.37,-0.89,-9.98,-0.02,0.03,0.01,36.9,-33.6,153.3,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53241.0,-1.43,-0.85,-10.02,0.0,0.04,0.02,40.05,-33.15,154.2,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53267.0,-1.48,-0.86,-10.01,-0.01,-0.01,-0.03,39.6,-34.65,153.15,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53292.0,-1.52,-0.84,-10.18,-0.03,0.02,-0.02,39.45,-35.1,155.1,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53319.0,-1.43,-0.91,-10.11,-0.04,0.01,0.01,38.25,-33.45,153.9,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53345.0,-1.53,-0.83,-9.99,-0.03,0.01,0.01,40.05,-33.9,153.15,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53371.0,-1.51,-0.84,-10.14,0.01,0.04,-0.02,38.25,-34.65,152.85,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53397.0,-1.48,-0.9,-10.05,-0.0,0.02,-0.01,40.5,-33.6,154.05,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53423.0,-1.57,-0.75,-10.17,-0.04,0.04,-0.05,39.3,-34.2,154.95,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53449.0,-1.48,-0.84,-10.0,-0.03,0.02,0.01,39.6,-34.65,152.85,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53475.0,-1.47,-0.91,-10.06,0.02,0.01,-0.01,39.45,-32.85,153.3,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53500.0,-1.49,-0.84,-10.05,0.01,0.03,0.04,38.85,-33.9,153.9,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53527.0,-1.39,-0.93,-10.1,-0.01,0.06,0.01,39.45,-33.6,152.7,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53553.0,-1.53,-0.87,-10.0,0.01,0.03,-0.0,39.6,-33.9,154.65,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53579.0,-1.43,-0.91,-10.2,-0.0,0.01,0.03,38.55,-33.9,154.95,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53605.0,-1.41,-0.77,-10.1,-0.04,0.01,0.02,38.55,-33.9,153.45,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53631.0,-1.48,-0.75,-9.97,-0.02,0.02,-0.02,39.15,-33.3,154.35,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53657.0,-1.48,-0.92,-10.08,0.0,0.01,0.0,39.15,-33.6,153.3,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53683.0,-1.52,-0.74,-9.97,-0.02,0.05,-0.01,38.85,-35.4,153.9,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53708.0,-1.52,-0.83,-10.04,-0.02,-0.01,-0.02,40.35,-34.2,153.9,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53735.0,-1.46,-0.84,-10.06,-0.0,-0.01,0.03,39.75,-33.3,154.8,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53761.0,-1.62,-0.85,-10.2,-0.0,-0.01,0.06,39.45,-33.3,152.7,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
53787.0,-1.5,-0.86,-10.07,0.01,0.0,-0.0,40.2,-33.3,153.3,0.11,-0.57,0.81,0.04,-1.9080457216385558,0.22193644884744196,-3.079025813680002
