t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
58058812.0,-4.53,1.02,-9.13,0.03,0.02,0.02,977.1,131.7,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058837.0,-4.54,0.98,-9.07,-0.02,0.04,0.04,976.65,131.4,339.3,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058864.0,-4.5,0.97,-9.13,0.03,0.06,-0.01,978.9,130.95,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058890.0,-4.5,1.02,-9.1,-0.03,0.01,-0.03,977.4,129.6,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058916.0,-4.57,0.88,-9.13,-0.03,0.02,0.01,977.85,131.25,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058942.0,-4.55,0.94,-9.03,-0.03,0.04,-0.08,977.1,132.45,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058968.0,-4.61,0.86,-9.16,0.02,-0.0,0.04,979.35,130.95,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58058994.0,-4.55,0.95,-9.04,0.03,0.01,0.0,977.4,130.8,341.4,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059020.0,-4.7,0.97,-9.01,0.0,0.03,0.0,977.1,131.7,340.5,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059045.0,-4.56,0.93,-9.01,-0.01,0.01,-0.02,977.85,132.45,341.25,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059072.0,-4.44,0.85,-8.99,-0.01,-0.02,-0.05,978.6,129.45,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059098.0,-4.68,0.91,-9.03,0.05,0.04,0.05,978.0,131.4,339.3,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059124.0,-4.55,0.86,-8.9,0.03,0.03,0.02,978.45,132.15,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059150.0,-4.54,0.92,-8.98,0.01,0.05,-0.05,977.55,131.25,341.25,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059176.0,-4.48,0.95,-9.16,-0.02,0.01,-0.02,977.85,132.0,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059202.0,-4.61,1.03,-9.13,-0.02,0.07,-0.01,977.4,131.1,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
