t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
245246.0,-2.03,-1.01,-9.82,-0.07,-0.0,0.01,-2.85,-54.75,-19.05,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245285.0,-1.8,-0.85,-9.99,-0.01,0.01,0.03,-5.4,-55.05,-19.05,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245311.0,-1.96,-0.81,-9.95,-0.03,0.01,-0.01,-3.0,-53.7,-19.5,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245336.0,-1.98,-0.94,-9.87,-0.01,0.04,-0.01,-3.3,-55.65,-20.25,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245363.0,-1.86,-0.87,-9.89,0.0,-0.01,-0.02,-3.6,-54.3,-21.15,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245389.0,-2.05,-0.93,-9.91,0.02,0.01,0.03,-4.05,-53.7,-18.15,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245415.0,-1.98,-0.83,-9.85,0.03,0.01,0.01,-3.15,-54.3,-19.8,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245441.0,-1.83,-0.87,-9.91,-0.0,0.0,-0.05,-3.75,-55.2,-19.95,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245467.0,-1.92,-0.93,-9.96,-0.0,0.02,-0.02,-3.0,-55.95,-19.2,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245493.0,-1.97,-0.9,-9.95,-0.0,0.03,-0.0,-3.6,-54.0,-19.05,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245519.0,-2.05,-1.04,-10.08,-0.01,0.04,0.01,-2.25,-54.45,-20.25,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245544.0,-1.99,-0.84,-9.96,-0.0,0.0,-0.05,-3.3,-53.7,-20.25,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245571.0,-1.96,-0.98,-9.98,0.0,0.04,-0.08,-3.3,-53.7,-20.7,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245597.0,-1.92,-0.85,-9.94,0.03,0.02,-0.03,-3.15,-56.55,-20.4,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245623.0,-1.88,-0.84,-9.89,0.0,0.03,-0.05,-3.0,-54.9,-19.2,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245649.0,-1.86,-0.89,-10.01,-0.01,0.0,-0.03,-3.6,-55.05,-20.85,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245675.0,-1.91,-0.99,-9.85,0.04,0.03,0.03,-2.1,-55.05,-19.8,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245701.0,-1.93,-0.86,-9.95,-0.02,0.0,-0.02,-2.4,-56.25,-19.8,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245727.0,-2.02,-0.87,-9.97,0.01,0.01,0.06,-3.6,-54.75,-20.4,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245752.0,-2.09,-0.89,-9.98,0.01,0.02,0.02,-4.05,-54.45,-20.25,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245779.0,-1.98,-0.9,-9.99,-0.0,-0.03,0.01,-3.3,-54.45,-19.5,0.09,-0.72,0.69,0.03,-1.520747083923533,0.16661925972411876,-3.0523327490040204
245805.0,-1.79,-0.89,-10.19,-0.02,0.02,0.04,-3.3,-53.1,-20.7,0.09,-0.71,0.69,0.03,-1.5346872340518614,0.16602761698260154,-3.0528641263409138
