t,ax,ay,az,gx,gy,gz,mx,my,mz,label,gyro svd,gyro svd reversed,gyro svd reversed abs,gyro svd abs
993928.0,-0.53,1.66,9.54,0.01,-0.01,0.04,-34.93,28.03,-34.93,N,0.03245724382462466,-0.01818143719621036,0.01818143719621036,0.03245724382462466
993941.0,-0.58,1.64,9.49,0.02,-0.04,0.04,-34.93,28.03,-34.93,N,0.031249361342578174,-0.03034233569749752,0.03034233569749752,0.031249361342578174
993954.0,-0.51,1.63,9.56,0.05,-0.02,-0.01,-32.53,27.58,-33.43,N,-0.024648154968984003,0.006857192520833147,0.006857192520833147,0.024648154968984003
993967.0,-0.41,1.69,9.54,-0.0,0.04,-0.01,-33.88,26.98,-34.78,N,-0.01576567223211739,0.012881937441685793,0.012881937441685793,0.01576567223211739
993980.0,-0.44,1.72,9.47,-0.02,0.01,-0.04,-33.88,26.98,-34.78,N,-0.039786240021112126,0.0025460473389840523,0.0025460473389840523,0.039786240021112126
993993.0,-0.5,1.77,9.38,0.02,-0.01,0.02,-33.13,27.43,-32.38,N,0.010782069180552177,0.01635680117423869,0.01635680117423869,0.010782069180552177
994006.0,-0.5,1.81,9.37,0.04,-0.01,0.05,-34.93,28.03,-34.93,N,0.03575032707842497,-0.004742284393706011,0.004742284393706011,0.03575032707842497
994019.0,-0.55,1.79,9.47,0.02,-0.02,0.06,-34.93,28.03,-34.93,N,0.050137169989807384,0.024221221983056526,0.024221221983056526,0.050137169989807384
994032.0,-0.51,1.73,9.5,-0.05,-0.01,0.03,-33.88,27.43,-35.08,N,0.035630878343597974,0.013569435177395433,0.013569435177395433,0.035630878343597974
994045.0,-0.56,1.66,9.52,0.04,-0.02,0.03,-34.18,27.28,-34.48,N,0.0165466217282364,-0.016025864605285812,0.016025864605285812,0.0165466217282364
